CO_ENTIDADE;NO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_SITUACAO_FUNCIONAMENTO;QT_MAT_BAS;QT_DOC_BAS;QT_TUR_BAS;QT_SALAS_UTILIZADAS;IN_INTERNET;IN_BIBLIOTECA;IN_AGUA_POTAVEL;IN_ENERGIA_INEXISTENTE
13102478;Manacapuru;1;1;0;1;277;29;11;4;1;1;1;0
13102605;Manacapuru;2;1;0;1;784;30;24;12;1;1;1;0
13102656;Manacapuru;4;1;0;1;117;5;6;12;1;1;1;0
13103458;Manacapuru;2;1;0;1;547;31;19;19;1;0;1;0
13103717;Manacapuru;3;1;0;1;382;20;17;9;1;1;1;0
13103725;Manacapuru;4;1;0;1;196;20;22;18;1;0;1;0
13104055;Manacapuru;4;1;0;1;196;7;8;4;1;1;1;0
13104942;Manacapuru;3;2;2;1;13;2;1;1;1;0;1;0
13104950;Manacapuru;3;2;0;1;20;1;1;1;1;0;1;0
13105825;Manacapuru;3;1;0;1;492;20;14;7;1;0;1;0
13105841;Manacapuru;3;2;0;1;149;9;8;6;1;0;1;0
13105850;Manacapuru;3;2;0;1;10;1;1;1;0;0;1;0
13105868;Manacapuru;3;1;0;1;405;20;18;10;1;0;1;0
13106058;Manacapuru;3;2;2;1;7;2;1;1;1;0;1;0
13106066;Manacapuru;3;2;0;1;8;1;1;1;0;0;1;1
13106074;Manacapuru;3;2;0;1;11;1;1;1;1;0;1;0
13106082;Manacapuru;3;2;8;1;6;1;1;1;1;0;1;0
13107984;Manacapuru;3;1;0;1;243;9;8;4;1;0;1;0
13108069;Manacapuru;3;2;1;1;60;4;4;4;1;0;1;0
13108506;Manacapuru;3;1;0;1;208;9;8;4;1;0;1;0
13108514;Manacapuru;3;1;0;1;182;8;8;4;1;0;1;0
13108522;Manacapuru;3;1;0;1;202;8;8;4;1;0;1;0
13108980;Manacapuru;3;1;0;1;416;23;16;12;1;0;1;0
13110314;Manacapuru;4;1;0;1;80;13;12;12;1;0;1;0
13131850;Manacapuru;2;2;0;1;163;36;10;7;1;1;1;0
13140205;Manacapuru;3;2;2;1;14;2;1;1;0;0;1;0
13141201;Manacapuru;3;2;0;1;127;10;8;4;1;0;1;0
13142240;Manacapuru;3;2;0;1;266;14;11;7;1;1;1;0
13143212;Manacapuru;3;2;0;1;21;1;1;1;0;0;1;0
13227203;Manacapuru;3;2;0;1;24;1;1;2;1;0;1;0
13227211;Manacapuru;3;2;;2;;;;;;;;
13227220;Manacapuru;3;2;0;1;346;20;14;7;1;0;1;0
13228200;Manacapuru;3;2;;2;;;;;;;;
13258222;Manacapuru;2;2;1;1;187;39;12;7;1;1;1;0
13270230;Manacapuru;2;2;0;1;1137;79;64;64;1;0;1;0
13020358;Manaquiri;3;2;2;1;45;5;4;3;1;0;1;0
13024450;Manaquiri;3;1;0;1;1112;44;44;23;1;1;1;0
13024477;Manaquiri;3;2;0;1;158;11;15;9;1;0;1;0
13024566;Manaquiri;3;2;8;1;124;9;8;8;1;0;1;0
13024655;Manaquiri;3;2;0;1;84;7;6;6;0;0;1;0
13024671;Manaquiri;3;2;8;1;45;7;5;7;1;0;1;0
13024728;Manaquiri;3;2;0;1;67;4;5;3;0;1;1;0
13024744;Manaquiri;3;2;0;1;95;8;8;6;1;1;1;0
13024795;Manaquiri;3;2;0;1;72;7;8;7;1;0;1;0
13024809;Manaquiri;3;2;0;1;158;13;11;11;0;0;1;0
13024868;Manaquiri;3;2;0;1;53;5;4;4;1;1;1;0
13024957;Manaquiri;3;2;0;1;36;4;3;4;0;0;1;0
13024990;Manaquiri;2;1;0;1;836;30;26;12;1;1;1;0
13057545;Manaquiri;3;2;2;1;29;2;2;2;0;1;1;0
13057812;Manaquiri;3;2;;3;;;;;;;;
13057910;Manaquiri;3;2;0;1;62;5;6;4;1;1;1;0
13059564;Manaquiri;3;2;0;1;67;5;7;4;0;0;1;0
13062980;Manaquiri;3;1;0;1;237;8;12;6;1;0;1;0
13062999;Manaquiri;3;2;0;1;75;6;6;5;0;1;1;0
13063006;Manaquiri;3;1;0;1;205;8;8;4;1;0;1;0
13063014;Manaquiri;3;2;0;1;55;5;4;6;0;0;1;0
13063022;Manaquiri;3;2;0;1;127;7;9;5;0;0;1;0
13063030;Manaquiri;3;2;0;1;103;9;8;11;1;1;1;0
13063049;Manaquiri;3;2;8;1;59;6;5;5;0;0;1;0
13063057;Manaquiri;3;1;;2;;;;;;;;
13063065;Manaquiri;3;2;0;1;138;11;11;6;1;1;1;0
13063464;Manaquiri;3;2;8;1;91;8;7;8;0;1;1;0
13063480;Manaquiri;3;2;;3;;;;;;;;
13065106;Manaquiri;3;2;0;1;239;13;14;12;1;0;1;0
13080504;Manaquiri;3;2;;3;;;;;;;;
13081896;Manaquiri;3;2;2;1;21;1;2;1;1;1;1;0
13082523;Manaquiri;3;2;2;1;35;4;3;5;1;0;1;0
13087983;Manaquiri;3;2;2;1;74;7;7;3;0;1;1;1
13093215;Manaquiri;3;2;2;1;50;5;4;3;0;1;1;0
13093231;Manaquiri;3;2;0;1;72;2;4;2;0;0;1;0
13094270;Manaquiri;2;1;0;1;110;17;3;12;1;1;1;0
13098209;Manaquiri;3;2;0;1;43;3;5;3;1;1;1;0
13098403;Manaquiri;3;2;2;1;121;11;10;7;1;0;0;0
13098608;Manaquiri;3;2;;3;;;;;;;;
13100726;Manaquiri;3;2;2;1;55;6;6;2;0;1;1;0
13100734;Manaquiri;3;2;2;1;26;2;3;1;0;1;1;0
13101226;Manaquiri;3;2;2;1;11;1;1;2;1;0;1;0
13101234;Manaquiri;3;2;2;1;47;4;4;5;1;0;1;0
13102788;Manaquiri;4;1;0;1;;;;6;1;0;1;0
13102915;Manaquiri;3;2;2;1;30;3;2;1;1;0;1;0
13102923;Manaquiri;3;2;2;1;148;13;10;10;1;0;1;0
13103270;Manaquiri;2;2;2;1;24;28;5;2;1;0;1;0
13104152;Manaquiri;3;2;2;1;17;2;2;2;0;1;1;0
13220233;Manaquiri;2;2;0;1;481;74;47;52;1;0;0;0
13293214;Manaquiri;3;1;0;1;39;9;7;5;0;0;1;0
13025082;Manaus;4;1;0;1;325;26;14;24;1;1;1;0
13025104;Manaus;2;1;0;1;842;52;35;26;1;1;1;0
13025120;Manaus;3;1;0;1;299;12;18;9;1;1;1;0
13025139;Manaus;4;1;0;1;780;12;10;22;1;0;1;0
13025180;Manaus;3;1;0;1;472;17;20;10;1;1;1;0
13025210;Manaus;4;1;0;1;386;20;20;21;1;1;1;0
13025228;Manaus;4;1;0;1;1403;54;49;29;1;1;1;0
13025279;Manaus;4;1;0;1;129;15;18;16;1;1;1;0
13025287;Manaus;4;1;0;1;163;13;11;15;1;1;1;0
13025295;Manaus;4;1;0;1;1951;49;59;30;1;1;1;0
13025317;Manaus;4;1;0;1;497;28;19;12;1;1;1;0
13025325;Manaus;4;1;;2;;;;;;;;
13025333;Manaus;4;1;0;1;898;43;35;21;1;1;1;0
13025350;Manaus;4;1;;2;;;;;;;;
13025368;Manaus;4;1;0;1;575;23;18;9;1;1;1;0
13025376;Manaus;4;1;0;1;1838;60;71;36;1;1;1;0
13025562;Manaus;3;1;0;1;348;15;17;9;1;1;1;0
13025570;Manaus;3;1;0;1;392;13;18;9;1;1;1;0
13025619;Manaus;4;1;0;1;79;8;7;7;1;0;1;0
13025643;Manaus;4;1;0;1;210;13;14;16;1;1;1;0
13025651;Manaus;4;1;0;1;106;12;11;11;1;1;1;0
13025694;Manaus;4;1;0;1;164;18;15;18;1;1;1;0
13025724;Manaus;4;1;0;1;189;20;10;15;1;1;1;0
13025767;Manaus;2;1;0;1;1143;40;30;16;1;1;1;0
13025872;Manaus;4;1;0;1;1382;114;53;42;1;1;1;0
13025880;Manaus;4;1;0;1;85;8;7;8;1;0;1;0
13025953;Manaus;3;1;0;1;400;16;20;10;1;0;1;0
13026020;Manaus;4;1;0;1;593;27;24;20;1;1;1;0
13026038;Manaus;4;1;0;1;241;22;22;13;1;1;1;0
13026070;Manaus;4;1;0;1;293;18;13;15;1;1;1;0
13026089;Manaus;4;1;0;1;164;21;13;25;1;1;1;0
13026100;Manaus;4;1;0;1;249;20;18;16;1;1;1;0
13026160;Manaus;4;1;0;1;1371;35;50;42;1;1;1;0
13026194;Manaus;4;1;0;1;2287;93;96;72;1;1;1;0
13026321;Manaus;4;1;0;1;564;27;31;28;1;0;1;0
13026356;Manaus;4;1;0;1;238;19;20;17;1;1;1;0
13026372;Manaus;4;1;0;1;255;18;22;12;1;1;1;0
13026399;Manaus;3;1;;2;;;;;;;;
13026402;Manaus;4;1;0;1;1293;35;43;33;1;1;1;0
13026437;Manaus;3;1;0;1;393;22;20;10;1;0;1;0
13026445;Manaus;3;1;0;1;402;23;24;12;1;1;1;0
13026470;Manaus;2;1;0;1;1268;46;30;15;1;0;1;0
13026488;Manaus;1;1;0;1;1348;106;48;35;1;1;1;0
13026496;Manaus;4;1;0;1;335;22;14;24;1;1;1;0
13026500;Manaus;4;1;0;1;470;36;22;28;1;1;1;0
13026534;Manaus;4;1;0;1;52;8;8;8;1;1;1;0
13026550;Manaus;2;1;0;1;1322;68;40;20;1;1;1;0
13026577;Manaus;2;1;0;1;2385;101;65;34;1;1;1;0
13026585;Manaus;4;1;0;1;542;35;27;24;1;1;1;0
13026631;Manaus;4;1;0;1;280;23;15;20;1;1;1;0
13026640;Manaus;4;1;0;1;215;20;14;14;1;1;1;0
13026658;Manaus;4;1;0;1;150;14;17;15;1;1;1;0
13026682;Manaus;4;1;0;1;156;10;11;8;1;1;1;0
13026720;Manaus;3;1;0;1;465;14;20;10;1;0;1;0
13026739;Manaus;3;1;0;1;189;9;14;7;1;0;1;0
13026747;Manaus;3;1;0;1;441;14;20;10;1;0;1;0
13026755;Manaus;3;1;0;1;258;11;12;6;1;0;1;0
13026763;Manaus;3;1;0;1;237;10;14;7;1;0;1;0
13026801;Manaus;3;1;0;1;267;7;12;6;1;0;1;0
13026828;Manaus;3;1;0;1;877;28;30;16;1;1;1;0
13026836;Manaus;3;1;0;1;380;14;18;9;1;0;1;0
13026844;Manaus;1;1;0;1;912;82;30;30;1;1;1;0
13026852;Manaus;4;1;0;1;310;23;17;18;1;1;0;0
13026925;Manaus;3;1;0;1;327;15;18;9;1;1;1;0
13026950;Manaus;4;1;0;1;735;39;26;13;1;1;1;0
13027042;Manaus;2;1;0;1;324;22;10;10;1;1;1;0
13027077;Manaus;2;1;0;1;628;25;18;9;1;1;1;0
13027093;Manaus;2;1;0;1;199;12;6;6;1;1;1;0
13027107;Manaus;2;1;0;1;266;16;8;8;1;1;1;0
13027123;Manaus;2;1;0;1;2171;78;60;20;1;1;1;0
13027131;Manaus;2;1;0;1;860;35;24;14;1;1;1;0
13027158;Manaus;2;1;0;1;990;53;31;12;1;1;1;0
13027174;Manaus;2;1;0;1;60;18;11;7;1;1;1;0
13027182;Manaus;2;1;0;1;265;12;10;7;1;1;1;0
13027247;Manaus;2;1;0;1;1518;55;44;22;1;1;1;0
13027255;Manaus;2;1;0;1;1883;80;59;21;1;1;1;0
13027271;Manaus;2;1;0;1;139;18;24;12;1;0;1;0
13027280;Manaus;2;1;0;1;999;27;24;12;1;1;1;0
13027310;Manaus;2;1;0;1;1158;54;36;20;1;1;1;0
13027328;Manaus;2;1;0;1;632;32;20;11;1;1;1;0
13027336;Manaus;2;1;0;1;143;10;7;6;1;1;1;0
13027344;Manaus;2;1;0;1;458;24;14;8;1;1;1;0
13027425;Manaus;2;1;0;1;279;14;8;8;1;1;1;0
13027484;Manaus;2;1;0;1;626;24;20;10;1;1;1;0
13027514;Manaus;2;1;0;1;213;12;6;6;1;1;1;0
13027522;Manaus;2;1;0;1;627;25;22;11;1;1;1;0
13027549;Manaus;2;1;0;1;176;18;9;6;1;1;1;0
13027573;Manaus;2;1;0;1;715;36;20;13;1;1;1;0
13027590;Manaus;2;1;0;1;815;34;25;10;1;1;1;0
13027620;Manaus;2;1;0;1;361;18;12;12;0;1;1;0
13027638;Manaus;2;1;0;1;279;12;9;9;1;1;1;0
13027646;Manaus;2;1;0;1;327;18;10;10;1;1;1;0
13027654;Manaus;2;1;0;1;197;8;10;5;1;1;1;0
13027727;Manaus;2;1;0;1;729;31;20;12;1;1;1;0
13027751;Manaus;2;1;0;1;216;16;10;7;1;1;1;0
13027760;Manaus;2;1;0;1;97;10;21;33;1;0;1;0
13027786;Manaus;2;1;0;1;1238;55;38;17;1;1;1;0
13027794;Manaus;2;1;0;1;429;16;14;7;1;1;1;0
13027816;Manaus;2;1;0;1;910;43;22;22;1;1;1;0
13027832;Manaus;2;1;0;1;386;15;14;7;1;1;1;0
13027905;Manaus;2;1;0;1;686;22;18;9;1;1;1;0
13027930;Manaus;2;1;0;1;798;39;25;14;1;1;0;0
13027948;Manaus;2;1;0;1;155;8;5;5;1;1;1;0
13027956;Manaus;2;1;0;1;796;33;20;10;1;1;1;0
13027972;Manaus;2;1;0;1;716;24;18;18;1;1;1;0
13028006;Manaus;2;1;0;1;2310;87;63;27;1;1;1;0
13028057;Manaus;2;1;0;1;1241;65;41;19;1;1;1;0
13028073;Manaus;2;1;0;1;687;31;22;11;1;1;1;0
13028081;Manaus;3;2;8;1;82;10;8;2;1;0;1;0
13028103;Manaus;3;2;1;1;45;7;8;2;1;1;1;0
13028189;Manaus;3;2;8;1;30;9;7;4;1;0;0;0
13028200;Manaus;3;2;0;1;521;22;19;7;1;1;1;0
13028219;Manaus;3;1;0;1;390;27;18;6;1;1;1;0
13028243;Manaus;3;1;0;1;481;10;17;9;1;1;1;0
13028260;Manaus;3;1;0;1;163;11;6;6;1;1;1;0
13028286;Manaus;3;1;0;1;1216;43;37;14;1;1;1;0
13028308;Manaus;3;1;0;1;348;13;12;6;1;1;1;0
13028316;Manaus;3;1;0;1;1478;64;45;18;1;1;1;0
13028324;Manaus;3;1;0;1;326;20;13;5;1;1;1;0
13028340;Manaus;3;1;0;1;1066;44;31;16;1;1;1;0
13028359;Manaus;3;1;0;1;340;13;12;6;1;1;1;0
13028367;Manaus;3;1;0;1;215;8;10;5;1;1;1;0
13028383;Manaus;3;2;8;1;52;8;8;4;0;0;1;0
13028391;Manaus;3;2;8;1;49;9;7;4;1;1;1;0
13028413;Manaus;3;2;8;1;36;10;8;3;1;0;1;0
13028421;Manaus;3;2;8;1;59;7;4;2;1;0;1;0
13028430;Manaus;3;1;0;1;623;35;28;10;1;1;1;0
13028456;Manaus;3;2;0;1;314;8;12;5;1;0;1;0
13028472;Manaus;3;1;0;1;291;13;16;8;1;1;1;0
13028499;Manaus;3;1;0;1;682;20;24;12;1;0;1;0
13028510;Manaus;3;1;0;1;638;16;20;10;1;1;1;0
13028529;Manaus;3;2;8;1;53;11;10;4;1;0;1;0
13028537;Manaus;3;1;0;1;300;11;12;6;1;0;1;0
13028553;Manaus;3;1;0;1;991;50;33;12;1;1;1;0
13028570;Manaus;3;1;0;1;849;26;28;16;1;1;1;0
13028588;Manaus;3;1;0;1;537;15;18;9;1;1;1;0
13028600;Manaus;3;2;8;1;22;3;4;2;1;0;1;0
13028626;Manaus;3;1;0;1;266;19;13;8;1;1;1;0
13028642;Manaus;3;1;0;1;310;11;14;7;1;1;1;0
13028650;Manaus;3;1;0;1;441;19;20;10;1;1;1;0
13028669;Manaus;3;1;;2;;;;;;;;
13028677;Manaus;3;1;0;1;476;26;16;8;1;1;1;0
13028685;Manaus;3;1;0;1;674;27;28;12;1;1;1;0
13028715;Manaus;3;1;0;1;476;17;26;13;1;1;1;0
13028723;Manaus;3;2;0;1;184;8;10;5;1;0;1;0
13028731;Manaus;3;1;0;1;122;5;6;3;1;1;1;0
13028758;Manaus;3;1;0;1;908;23;32;17;1;1;1;0
13028774;Manaus;3;1;0;1;573;17;20;10;1;1;1;0
13028782;Manaus;3;1;0;1;762;29;22;11;1;1;1;0
13028804;Manaus;3;1;0;1;274;7;12;6;1;0;1;0
13028812;Manaus;3;2;0;1;92;10;8;5;1;0;1;0
13028820;Manaus;3;1;;2;;;;;;;;
13028839;Manaus;3;1;0;1;760;25;26;13;1;1;1;0
13028863;Manaus;3;1;0;1;476;12;16;8;1;1;1;0
13028880;Manaus;3;2;8;1;94;10;9;4;1;1;1;0
13028910;Manaus;3;2;8;1;67;10;8;4;1;0;1;0
13028936;Manaus;3;2;0;1;97;7;8;4;1;0;1;0
13028944;Manaus;3;2;;2;;;;;;;;
13028960;Manaus;3;1;0;1;692;29;26;10;1;1;1;0
13028987;Manaus;3;1;0;1;884;20;30;15;1;1;1;0
13029002;Manaus;3;2;0;1;160;7;10;6;1;0;1;0
13029010;Manaus;3;2;0;1;127;7;5;5;1;0;1;0
13029037;Manaus;3;1;0;1;189;14;12;7;1;1;1;0
13029053;Manaus;3;1;0;1;216;8;12;6;1;1;1;0
13029061;Manaus;3;1;0;1;1025;44;36;15;1;1;1;0
13029070;Manaus;3;1;0;1;610;23;21;11;1;1;1;0
13029096;Manaus;3;1;0;1;668;31;20;8;1;1;1;0
13029118;Manaus;3;1;0;1;714;25;30;16;1;1;1;0
13029126;Manaus;3;1;0;1;1298;50;41;18;1;1;1;0
13029134;Manaus;3;2;0;1;122;6;7;4;1;0;1;0
13029150;Manaus;3;1;0;1;592;29;20;10;1;1;1;0
13029169;Manaus;3;1;0;1;394;13;16;8;1;1;1;0
13029177;Manaus;3;1;0;1;183;10;10;5;1;1;1;0
13029185;Manaus;3;1;0;1;328;13;17;9;1;1;1;0
13029193;Manaus;3;1;0;1;197;8;12;6;1;1;1;0
13029223;Manaus;3;1;0;1;241;15;9;9;1;1;1;0
13029231;Manaus;3;1;0;1;1401;59;46;18;1;1;1;0
13029240;Manaus;3;1;0;1;538;20;19;10;1;1;1;0
13029266;Manaus;3;2;0;1;90;7;8;4;1;1;1;0
13029290;Manaus;3;1;0;1;1107;47;32;11;1;1;1;0
13029312;Manaus;3;1;0;1;612;22;20;10;1;1;1;0
13029320;Manaus;3;1;0;1;417;15;20;10;1;1;1;0
13029339;Manaus;3;1;0;1;336;18;20;10;1;1;1;0
13029347;Manaus;3;2;8;1;51;10;9;4;1;0;1;0
13029355;Manaus;3;2;8;1;47;10;8;4;1;0;1;0
13029371;Manaus;3;1;0;1;323;11;10;5;1;1;1;0
13029380;Manaus;3;2;8;1;48;2;5;2;1;0;1;0
13029398;Manaus;3;2;8;1;82;5;7;4;1;0;1;0
13029401;Manaus;3;2;0;1;120;8;10;6;1;0;1;0
13029410;Manaus;3;2;0;1;469;22;18;9;1;1;1;0
13029428;Manaus;3;1;0;1;472;30;21;9;1;1;1;0
13029436;Manaus;3;2;8;1;32;3;4;2;1;0;1;0
13029452;Manaus;3;1;0;1;653;17;24;13;1;0;1;0
13029479;Manaus;3;1;0;1;639;37;25;14;1;1;1;0
13029495;Manaus;3;2;8;1;30;9;7;3;1;1;1;0
13029525;Manaus;3;1;0;1;495;17;20;8;1;1;1;0
13029533;Manaus;3;2;1;1;49;10;8;4;1;0;1;0
13029541;Manaus;3;1;0;1;330;14;16;9;1;1;1;0
13029576;Manaus;3;1;0;1;855;41;29;10;1;1;1;0
13029584;Manaus;3;2;0;1;664;36;24;12;1;1;1;0
13029592;Manaus;3;2;8;1;39;3;4;2;1;0;1;0
13029606;Manaus;3;2;0;1;1517;37;48;24;1;1;1;0
13029614;Manaus;3;2;8;1;18;1;3;1;1;0;1;0
13029622;Manaus;3;1;0;1;714;23;27;14;1;1;1;0
13029649;Manaus;3;2;8;1;80;11;9;5;1;0;1;0
13029657;Manaus;3;2;8;1;268;16;16;9;1;0;1;0
13029665;Manaus;3;1;0;1;580;30;21;11;1;1;1;0
13029690;Manaus;3;1;0;1;953;47;39;18;1;0;1;0
13029703;Manaus;3;1;0;1;677;23;24;12;1;1;1;0
13029720;Manaus;3;1;0;1;330;22;14;7;1;1;1;0
13029746;Manaus;3;1;0;1;1243;60;45;15;1;1;1;0
13029762;Manaus;3;1;0;1;328;21;10;10;1;1;1;0
13029797;Manaus;3;1;0;1;436;22;16;6;1;0;1;0
13029800;Manaus;3;2;0;1;38;3;4;3;1;0;1;0
13029843;Manaus;3;2;8;1;60;8;8;4;1;0;1;0
13029860;Manaus;4;1;0;1;394;21;16;19;1;1;1;0
13029878;Manaus;4;1;0;1;18;3;2;3;1;0;1;0
13029886;Manaus;3;2;1;1;86;11;10;5;1;0;1;0
13029916;Manaus;1;1;0;1;1456;168;51;45;1;1;1;0
13029967;Manaus;2;1;0;1;923;40;28;12;1;1;1;0
13029975;Manaus;2;1;;3;;;;;;;;
13029991;Manaus;2;1;0;1;662;29;20;10;1;1;1;0
13030000;Manaus;2;1;0;1;505;21;20;10;1;1;1;0
13030019;Manaus;2;1;0;1;1061;30;27;9;1;0;1;0
13030027;Manaus;2;1;0;1;2152;84;60;21;1;1;1;0
13030035;Manaus;3;1;0;1;517;14;18;9;1;0;1;0
13030043;Manaus;3;1;0;1;457;15;22;11;1;0;1;0
13030051;Manaus;3;1;0;1;157;8;6;6;1;1;1;0
13030060;Manaus;3;1;0;1;504;14;20;10;1;1;1;0
13030078;Manaus;3;1;0;1;404;12;14;7;1;1;1;0
13030086;Manaus;3;1;0;1;170;11;11;6;1;1;1;0
13030094;Manaus;4;1;0;1;257;23;15;25;1;1;1;0
13030132;Manaus;2;1;0;1;414;19;12;7;1;1;1;0
13030140;Manaus;2;1;0;1;372;18;16;8;1;1;1;0
13030159;Manaus;2;1;0;1;408;19;14;8;1;0;1;0
13030167;Manaus;2;1;0;1;574;25;19;10;1;1;1;0
13030175;Manaus;2;1;0;1;264;12;10;5;0;1;1;0
13030183;Manaus;2;1;0;1;499;27;16;8;1;1;1;0
13030191;Manaus;2;1;0;1;598;21;18;9;1;1;1;0
13030205;Manaus;2;1;0;1;492;18;14;7;1;1;1;0
13030213;Manaus;2;1;0;1;330;14;15;8;1;1;1;0
13030221;Manaus;2;1;0;1;1181;47;28;10;1;1;1;0
13030230;Manaus;2;1;0;1;287;14;10;5;1;1;1;0
13030248;Manaus;2;1;0;1;1002;39;28;12;1;1;1;0
13030256;Manaus;2;1;0;1;585;32;20;10;1;1;1;0
13030264;Manaus;2;1;0;1;142;9;5;5;0;1;1;0
13030272;Manaus;2;1;0;1;461;22;13;7;1;1;1;0
13030280;Manaus;2;1;0;1;220;8;10;5;1;0;1;0
13030299;Manaus;2;1;0;1;625;31;18;9;1;1;1;0
13030302;Manaus;2;1;0;1;1211;47;32;16;1;1;1;0
13030310;Manaus;2;1;0;1;353;25;12;9;1;1;1;0
13030329;Manaus;2;1;0;1;895;31;22;11;0;1;1;0
13030337;Manaus;2;1;0;1;634;24;20;10;1;1;1;0
13030345;Manaus;2;1;0;1;861;37;28;14;1;1;1;0
13030353;Manaus;2;1;0;1;789;30;22;9;1;1;1;0
13030361;Manaus;2;1;0;1;533;24;16;16;1;1;1;0
13030370;Manaus;2;1;0;1;167;13;7;7;1;1;1;0
13030388;Manaus;2;1;0;1;188;11;10;5;1;1;1;0
13030396;Manaus;2;1;0;1;146;7;5;5;1;1;1;0
13030400;Manaus;2;1;0;1;1001;38;24;12;1;1;1;0
13030418;Manaus;2;1;0;1;647;25;20;10;1;1;1;0
13030426;Manaus;2;1;0;1;1832;75;58;21;1;1;1;0
13030434;Manaus;2;1;0;1;232;12;10;5;1;0;1;0
13030442;Manaus;2;1;0;1;510;18;16;8;1;0;1;0
13030450;Manaus;2;1;0;1;540;22;14;7;1;1;1;0
13030469;Manaus;2;1;0;1;1515;71;46;31;1;1;1;0
13030477;Manaus;2;1;0;1;815;35;23;12;1;1;1;0
13030485;Manaus;2;1;0;1;1062;45;31;11;1;1;1;0
13030493;Manaus;2;1;0;1;878;31;24;12;1;1;1;0
13030507;Manaus;2;1;0;1;440;26;17;10;1;1;1;0
13030523;Manaus;2;1;0;1;510;24;18;9;1;1;1;0
13030531;Manaus;2;1;0;1;532;31;17;7;1;1;1;0
13030540;Manaus;2;1;0;1;307;24;15;15;1;1;1;0
13030558;Manaus;2;1;0;1;642;26;20;10;1;1;1;0
13030566;Manaus;2;1;0;1;500;19;12;6;1;0;1;0
13030574;Manaus;2;1;0;1;344;13;9;9;1;1;1;0
13030582;Manaus;2;1;0;1;464;26;12;12;1;1;1;0
13030590;Manaus;2;1;0;1;262;14;9;9;1;1;1;0
13030604;Manaus;2;1;0;1;209;17;9;9;1;1;1;0
13030612;Manaus;2;1;0;1;177;13;10;5;1;1;1;0
13030620;Manaus;2;1;0;1;293;12;10;5;1;1;1;0
13030647;Manaus;2;1;0;1;589;24;16;8;1;1;1;0
13030655;Manaus;2;1;0;1;615;20;20;10;1;1;1;0
13030663;Manaus;2;1;0;1;323;14;10;10;1;1;1;0
13030671;Manaus;2;1;0;1;266;10;10;5;1;0;1;0
13030680;Manaus;2;1;0;1;695;32;22;12;1;1;1;0
13030698;Manaus;2;1;;3;;;;;;;;
13030701;Manaus;2;1;0;1;364;20;16;9;1;1;1;0
13030710;Manaus;2;1;0;1;929;35;28;14;1;1;1;0
13030728;Manaus;2;1;0;1;1605;50;44;22;1;1;1;0
13030736;Manaus;2;1;0;1;1083;46;33;14;1;1;1;0
13030744;Manaus;2;1;0;1;460;23;14;7;1;1;1;0
13030752;Manaus;2;1;0;1;411;19;14;7;1;1;1;0
13030760;Manaus;2;1;0;1;258;10;11;6;1;1;1;0
13030779;Manaus;2;1;0;1;611;24;20;10;1;1;1;0
13030795;Manaus;2;1;0;1;898;37;26;10;1;1;1;0
13030809;Manaus;2;1;0;1;782;39;25;11;1;1;1;0
13030817;Manaus;2;1;0;1;2060;70;60;20;1;1;1;0
13030825;Manaus;2;1;0;1;311;15;9;9;1;1;1;0
13030833;Manaus;2;1;0;1;937;44;28;16;1;1;1;0
13030841;Manaus;2;1;0;1;151;9;6;6;1;1;1;0
13030868;Manaus;2;1;0;1;264;13;10;5;1;0;1;0
13030876;Manaus;2;1;0;1;488;24;18;9;1;1;1;0
13030884;Manaus;2;1;0;1;287;21;11;10;1;1;1;0
13030892;Manaus;2;1;0;1;1126;44;29;15;1;1;1;0
13030906;Manaus;2;1;0;1;578;29;16;8;1;1;1;0
13030914;Manaus;2;1;0;1;1644;47;36;12;1;1;1;0
13030922;Manaus;2;1;0;1;349;24;15;10;1;1;1;0
13030930;Manaus;4;1;0;1;375;16;18;9;1;1;1;0
13030949;Manaus;2;1;0;1;697;31;24;12;1;1;1;0
13030957;Manaus;2;1;0;1;383;22;14;7;1;1;1;0
13030965;Manaus;2;1;0;1;1060;40;27;10;1;1;1;0
13030973;Manaus;2;1;0;1;222;15;9;9;1;1;1;0
13030981;Manaus;2;1;0;1;345;10;12;6;1;1;1;0
13030990;Manaus;2;1;0;1;732;37;26;10;1;1;1;0
13031007;Manaus;2;1;0;1;925;38;24;9;1;1;1;0
13031023;Manaus;2;1;0;1;153;9;5;5;1;1;1;0
13031031;Manaus;2;1;0;1;675;31;20;10;1;1;1;0
13031040;Manaus;2;1;0;1;489;28;17;17;1;1;1;0
13031058;Manaus;2;1;0;1;860;41;28;14;1;1;1;0
13031066;Manaus;2;1;0;1;1947;58;48;15;1;1;0;0
13031074;Manaus;2;1;0;1;427;17;10;10;1;1;1;0
13031082;Manaus;2;1;0;1;1073;41;32;11;1;0;1;0
13031090;Manaus;2;1;0;1;273;13;12;6;1;1;1;0
13031104;Manaus;2;1;0;1;620;28;24;12;1;1;1;0
13031112;Manaus;2;1;0;1;1329;49;36;12;1;1;1;0
13031120;Manaus;2;1;0;1;192;25;10;8;1;1;1;0
13031139;Manaus;2;1;0;1;920;42;26;11;1;1;1;0
13031147;Manaus;2;1;0;1;407;44;23;14;1;1;1;0
13031163;Manaus;2;1;0;1;1268;35;34;17;1;1;1;0
